filename,zero_crossing,mean_sprectral_roll_off,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20
27.wav,3854.6908674568967,,-1.3702217138700234e-08,-5.480886855480094e-09,1.0961773710960188e-08,6.851108569350117e-09,-1.1389968079811297e-08,-1.0276662854025176e-09,9.934107758624576e-09,-2.740443427740047e-09,-1.2331995868919421e-08,1.5072439296659468e-08,0.4767496883869171,0.5137850642204285,0.4736054837703705,0.5114461779594421,0.5769973397254944,0.4545653462409973,0.4240294396877289,0.4065829813480377,0.3804433941841125,0.3381613790988922,0.4131660759449005,0.4866792857646942,20.20629733689772,13.281386542966072,16.763815428352043,15.162895875867608,17.592448885030226,18.90414128197117,64.8640663644136,1.7984159716988302e-09,6.851108569350117e-09,8.906440918110547e-09,-2.740443427740047e-09,-1.2674551186364624e-08,-3.0829989672298552e-09,2.740443427740047e-09,-6.1659979344597105e-09,-1.070485700083168e-09,-1.370221713870023e-09
28.wav,4988.8916015625,,2.432842594046747e-09,-1.2164213636367547e-08,1.4597056008369693e-08,0.0,7.298528004184844e-09,0.0,4.865685188093494e-09,-7.298528004184844e-09,-1.0947792006277268e-08,-4.865685188093494e-09,0.6504272818565369,0.6190444827079773,0.5729613304138184,0.504814863204956,0.5023187398910522,0.5478777885437012,0.5701717734336853,0.5323200225830078,0.5537723898887634,0.5650217533111572,0.6012534499168396,0.6743245720863342,19.69348686339644,11.965422995567945,13.125010321885505,13.176678444584285,14.95981003991436,14.940141714825783,68.84188477127697,-1.2164213636367547e-08,1.216421297023373e-09,9.731370376186987e-09,-4.865685188093494e-09,-9.731370376186987e-09,0.0,1.520526637932562e-08,1.946274075237397e-08,9.731370376186987e-09,-2.432842594046747e-09
29.wav,2259.565734863281,,-1.3245476715439965e-08,1.9868215517249155e-08,-6.6227383577199825e-09,0.0,0.0,6.6227383577199825e-09,1.3245476715439965e-08,9.934107758624576e-09,0.0,-1.3245476715439965e-08,0.239143505692482,0.3356263935565948,0.2974632084369659,0.2837240397930145,0.208788201212883,0.2415228933095932,0.3343914747238159,0.2759317457675934,0.3276314437389374,0.3118292093276977,0.2610694169998169,0.2218916416168213,24.974631891686737,19.283505169760016,21.885648273150498,17.837433574812266,17.527817504192612,17.438831728857625,61.453822779305405,3.311369178859991e-09,1.3245476715439965e-08,0.0,6.6227383577199825e-09,6.6227383577199825e-09,1.3245476715439965e-08,0.0,-1.3245476715439965e-08,4.967053879312289e-09,0.0
3.wav,2517.279296875,,6.357828929992593e-09,0.0,-2.119276309997531e-09,-2.119276309997531e-09,0.0,0.0,4.238552619995062e-09,0.0,8.477105239990124e-09,0.0,0.3979873955249786,0.3250501155853271,0.2774298787117004,0.3113550841808319,0.3729724884033203,0.5044001340866089,0.4455913305282593,0.4069686830043793,0.3848890960216522,0.3715023696422577,0.3742156624794006,0.3893652558326721,21.251106059740536,14.622807083021172,18.308028152544907,17.205259793414307,20.81124237729423,25.503335519333408,61.94103771496892,-8.477105239990124e-09,8.477105239990124e-09,-8.477105239990124e-09,8.477105239990124e-09,8.477105239990124e-09,0.0,-8.477105239990124e-09,0.0,0.0,0.0
30.wav,3730.089111328125,,-7.947286384535346e-09,-5.9604645663569045e-09,5.9604645663569045e-09,6.2088170160734535e-09,1.5894572769070692e-08,6.95387525340152e-09,-1.0430812658057675e-08,-1.080334222081092e-08,1.7384687467369986e-08,-1.986821596133836e-09,0.5119177103042603,0.5257299542427063,0.3235575258731842,0.358191579580307,0.4010491371154785,0.5072775483131409,0.5322768092155457,0.3090510666370392,0.2981099486351013,0.2428878247737884,0.2796402871608734,0.3449697494506836,17.98163449899571,16.98713892226112,19.628845828089297,18.82157630258473,18.508901004137567,19.174994005847616,65.05380072866042,8.940697071579962e-09,-6.95387525340152e-09,-1.390775050680304e-08,-8.443991283968444e-09,-5.013619741589537e-09,1.986821596133836e-09,-6.2088170160734535e-09,-1.4466544406843695e-08,8.692343733684993e-09,-1.390775050680304e-08
31.wav,3894.8821005843897,,3.02273961416688e-09,1.5113698070834403e-09,0.0,-1.2090958456667522e-08,6.045479228333761e-09,1.2090958456667522e-08,-9.068218176366828e-09,-6.045479228333761e-09,0.0,-6.045479228333761e-09,0.3500404059886932,0.296441912651062,0.282897412776947,0.2563707232475281,0.2692315578460693,0.3422533869743347,0.2894423604011535,0.2824279367923736,0.293123185634613,0.3290853202342987,0.3462897837162018,0.3564313650131225,18.568424067940303,21.40709959725636,22.72848893284073,20.815131521207267,21.71603725840227,23.96312385313981,62.698300454051946,-3.02273961416688e-09,-6.045479228333761e-09,-6.045479228333761e-09,-1.2090958456667522e-08,9.068218176366828e-09,-7.556848480305689e-09,3.02273961416688e-09,1.2090958456667522e-08,0.0,-6.045479228333761e-09
32.wav,2409.1101020443284,,-6.301812849329735e-09,6.301812849329735e-09,-1.68048330806414e-08,8.4024165403207e-09,-7.87726606166216e-10,-8.4024165403207e-09,8.4024165403207e-09,0.0,-8.4024165403207e-09,-1.260362569865947e-08,0.3524280488491058,0.3499605059623718,0.3390450775623321,0.3257053792476654,0.3245849907398224,0.4191150069236755,0.3642714321613312,0.3900943398475647,0.4195201396942138,0.4348117709159851,0.4505096077919006,0.4025598168373108,23.1733648327769,15.414343589721524,18.426024839052,17.567971456713234,23.066425488700823,21.316155480271444,54.29784462646087,4.20120827016035e-09,0.0,0.0,0.0,-3.938632975319933e-09,4.20120827016035e-09,1.68048330806414e-08,0.0,6.301812849329735e-09,-8.4024165403207e-09
33.wav,1947.1454423727448,,9.831693681405795e-09,-8.602731860207768e-09,9.831693681405795e-09,-7.988250949608755e-09,0.0,9.831693681405795e-09,0.0,-9.831693681405795e-09,-6.1448086619009246e-09,4.915846840702898e-09,0.1488334238529205,0.2234260141849517,0.235243022441864,0.2082217335700988,0.2097847163677215,0.3324155211448669,0.530775249004364,0.483729213476181,0.3940137028694153,0.2561790943145752,0.1584564447402954,0.1234337538480758,27.266349859770976,19.37104778901217,23.112750168682524,17.214363694916518,18.348911633842683,18.32306455302149,60.37702854996315,0.0,-4.915846840702898e-09,0.0,-9.831693681405795e-09,0.0,4.915846840702898e-09,0.0,9.831693681405795e-09,-9.831693681405795e-09,0.0
34.wav,2578.172315749447,,-8.439595688969348e-09,8.439595688969348e-09,2.109898922242337e-09,0.0,8.439595688969348e-09,1.2659393533454022e-08,-4.219797844484674e-09,0.0,-2.5318787066908044e-08,0.0,0.4846493601799011,0.3798154592514038,0.2521235942840576,0.2170983850955963,0.2022708058357238,0.298752099275589,0.3367727100849151,0.3809177577495575,0.4291576147079468,0.4764644801616668,0.4923734664916992,0.5022023916244507,20.29518736608506,15.943512021129386,20.244716740364392,17.373787950454844,21.83158759437822,24.220996678718283,59.68029065696657,-1.6879191377938696e-08,-1.0022019658606496e-08,-4.219797844484674e-09,-6.329696766727011e-09,1.6879191377938696e-08,0.0,0.0,-4.219797844484674e-09,8.439595688969348e-09,0.0
35.wav,2598.79921875,,0.0,1.1444091896350985e-08,7.629394893626795e-09,-7.629394893626795e-09,-7.629394893626795e-09,7.629394893626795e-09,-7.629394893626795e-09,-6.675720420901143e-09,3.8146974468133984e-09,3.8146974468133984e-09,0.4443978667259216,0.4022413194179535,0.4001368880271911,0.3580816686153412,0.3139322698116302,0.3942111134529114,0.295885294675827,0.2717962861061096,0.2759479582309723,0.3009713888168335,0.3303632736206054,0.4208205342292785,21.52575645204387,16.43915691498871,20.500767023798645,17.727452392227132,21.44643194702,24.95685912682637,56.64833916108353,0.0,-2.861022974087745e-09,1.2397766369076637e-08,-3.8146974468133984e-09,0.0,-4.7683714754498405e-09,-1.525878978725359e-08,-1.525878978725359e-08,7.629394893626795e-09,0.0
36.wav,4219.73876953125,,1.4191582353717536e-09,7.450580596923828e-09,-1.56107411442008e-08,5.676632941487014e-09,9.934107758624576e-09,3.1931060018308703e-09,-1.7029899268550253e-08,-9.224528696449852e-09,-9.934107758624576e-09,1.1530660870562315e-09,0.4887577593326568,0.4897634983062744,0.4639710783958435,0.3820142149925232,0.3278066515922546,0.3675945103168487,0.442941665649414,0.4347387850284576,0.4559759497642517,0.557978630065918,0.5657128095626831,0.521147608757019,19.335363239578697,14.683459272239816,15.361720386071443,15.7599374968511,16.400999411665357,16.17203963590719,64.38744040918273,4.967053879312289e-09,1.7739477664591163e-09,0.0,1.1353265882974029e-08,5.676632941487014e-09,2.4657873964883947e-08,1.1353265882974029e-08,7.095791176858768e-10,-5.676632941487014e-09,4.257474817137563e-09
37.wav,2695.8419683325383,,0.0,-2.9119826550072503e-08,-7.279956637518126e-09,2.9119826550072503e-08,5.459967589160897e-09,-1.4559913275036251e-08,-3.639978318759063e-09,-1.8199891593795314e-09,0.0,-1.4559913275036251e-08,0.4328596591949463,0.2855190932750702,0.1938988417387008,0.1592446863651275,0.1648793667554855,0.2020110785961151,0.2511627674102783,0.3554001748561859,0.3908086121082306,0.3458436131477356,0.4362935423851013,0.5587010383605957,22.910800278204647,18.23266521255791,19.86572741729536,17.300445548999065,18.319635554068032,18.19456603050089,63.98859632190781,-1.4559913275036251e-08,0.0,-3.639978318759063e-09,-7.279956637518126e-09,-1.4559913275036251e-08,0.0,0.0,1.4559913275036251e-08,1.4559913275036251e-08,-1.0919935178321794e-08
38.wav,2091.167658025568,,1.806201410659014e-09,-1.9868215517249155e-08,-5.418604231977042e-09,-1.806201410659014e-09,-9.03100705329507e-10,1.1062983418241856e-08,-5.418604231977042e-09,-2.709302115988521e-09,-9.03100705329507e-09,3.612402821318028e-09,0.3948408663272857,0.43089759349823,0.4224236011505127,0.2649509906768799,0.2438001930713653,0.2984134554862976,0.3696783781051636,0.4058074951171875,0.3167934119701385,0.3512939214706421,0.4668712317943573,0.4049976170063019,23.04918237429205,15.802798976797169,19.50606063936825,17.189493200516473,20.185528543859267,17.98773059997026,56.75625580318689,-1.806201410659014e-09,4.967053879312289e-09,1.806201410659014e-09,1.2417634698280722e-09,1.26434098746131e-08,-9.122728350519084e-09,-1.3461844083906271e-08,7.224805642636056e-09,-5.870154584641796e-09,1.0893652202526027e-08
